ref;day;month;year;lat;long
160891;21;7;2018;44.13625;1.3624578
160892;21;7;2018;48.724056;6.3086543
160894;21;7;2018;44.41753;1.9760886
160905;21;7;2018;47.697225815889;7.35935081534986
160907;21;7;2018;47.996777;7.1762447
160909;21;7;2018;47.887222;6.5587745
160910;21;7;2018;43.69266;2.4261358
160911;21;7;2018;45.306572;5.886529
160912;21;7;2018;45.024466;-0.831943
160914;21;7;2018;48.686745;6.125168
160918;21;7;2018;47.169921;1.199073
160920;21;7;2018;45.257404;4.5392985
160927;21;7;2018;45.272545;4.4340363
160938;21;7;2018;45.256309;6.426021
160939;21;7;2018;45.2565;6.426475
160941;21;7;2018;45.1086959313118;5.65652132034286
160945;21;7;2018;47.395714;4.9550242
160948;21;7;2018;48.744377;7.345844
160954;21;7;2018;48.926186;2.0716019
160973;21;7;2018;49.03629;6.5406227
160974;21;7;2018;49.0142019713759;2.34162211418161
160977;21;7;2018;47.265507;4.1760254
160982;21;7;2018;47.63329;4.6876006
160983;21;7;2018;47.641376;4.690355
160985;21;7;2018;47.4474840232949;0.655699741328058
160996;21;7;2018;50.499813;2.5867395
161005;21;7;2018;46.521053516697;-0.744978189468273
161012;21;7;2018;44.8837;0.43396732
161021;21;7;2018;48.795903;6.578598
161023;21;7;2018;48.796593;6.579399
161039;21;7;2018;46.423302;1.331366
161041;21;7;2018;49.0991;2.997754
161050;21;7;2018;44.854351;5.616279
161070;21;7;2018;48.80702;-3.5145192
161236;21;7;2018;48.567116;6.142122
161287;21;7;2018;47.314467380761;2.57615447044273
161289;21;7;2018;47.314467380761;2.57615447044273
161290;21;7;2018;47.314467380761;2.57615447044273
161292;21;7;2018;47.314467380761;2.57615447044273
161293;21;7;2018;47.314467380761;2.57615447044273
161348;21;7;2018;47.8250845525119;6.40831232070922
161497;21;7;2018;44.798866734894;5.70617437362662
162175;21;7;2018;47.6507725951001;3.18071365356427
166353;21;7;2018;47.9840391302199;1.90832532942252
160924;22;7;2018;48.38668;0.677064
160926;22;7;2018;48.24381;-4.5046
160928;22;7;2018;48.45687;6.9932036
160931;22;7;2018;44.97981;5.1114445
160940;22;7;2018;47.48129;6.7285547
160946;22;7;2018;44.675655;5.107577
160947;22;7;2018;48.859;6.118675
160950;22;7;2018;47.86707;7.154435
160952;22;7;2018;48.540092;6.225954
160953;22;7;2018;45.334064;5.700292
160955;22;7;2018;48.92172;2.0719106
160956;22;7;2018;48.92181;2.0779905
160960;22;7;2018;47.9887900249413;-3.32439422607434
160961;22;7;2018;47.9865841120211;-3.32542419433604
160962;22;7;2018;42.9381;0.76659715
160963;22;7;2018;45.024024;-0.803629
160964;22;7;2018;45.024539;-0.831665
160965;22;7;2018;43.429737;-0.83245003
160966;22;7;2018;46.293602;5.8668604
160969;22;7;2018;47.9593068771112;6.92574691667711
160971;22;7;2018;42.95233;0.85455817
160975;22;7;2018;49.41796;2.943389
160976;22;7;2018;47.944778;0.262261
160978;22;7;2018;48.635013;7.328883
160980;22;7;2018;42.929955;0.89594525
160981;22;7;2018;42.92995;0.8959442
160987;22;7;2018;45.813033;6.291251
160989;22;7;2018;45.172084;2.973133
160991;22;7;2018;48.5319087789991;6.46407544612876
160994;22;7;2018;43.363426;2.056607
160995;22;7;2018;45.4338048851962;5.97673416137694
160997;22;7;2018;47.388785;0.84172
160998;22;7;2018;46.4241916615112;5.8850669860847
161000;22;7;2018;44.864097;-0.417148
161004;22;7;2018;47.180779;3.787384
161006;22;7;2018;47.881252;-4.3601727
161011;22;7;2018;49.226467;2.3921213
161013;22;7;2018;45.46316;3.768172
161014;22;7;2018;47.370056;0.836397
161020;22;7;2018;43.80349;-1.1193568
161022;22;7;2018;49.939122;2.365861
161025;22;7;2018;48.57362;6.16792
161028;22;7;2018;48.412479;2.692175
161031;22;7;2018;48.533226;7.326311
161037;22;7;2018;43.0624834565207;-0.168828964233402
161038;22;7;2018;48.574;6.1668143
161044;22;7;2018;47.481827;6.717146
161046;22;7;2018;48.1132265621481;0.351406931877064
161051;22;7;2018;42.926167;1.0243199
161058;22;7;2018;47.512585;-0.60650074
161065;22;7;2018;49.46861;2.7587917
161075;22;7;2018;49.157553;2.760983
161084;22;7;2018;50.4311508674031;3.50877732038703
161119;22;7;2018;47.1965965708768;2.13864326477071
161135;22;7;2018;45.027832;3.5964015
161136;22;7;2018;45.02932;3.608113
161137;22;7;2018;42.94424;0.96275043
161195;22;7;2018;45.67967;3.8599813
161240;22;7;2018;47.798071;-3.70739
161410;22;7;2018;47.187096;4.953098
161417;22;7;2018;49.0240172593621;3.02035510540019
161491;22;7;2018;48.012936;6.7302823
161500;22;7;2018;48.713411;6.185206
161581;22;7;2018;44.650932;3.9498212
160990;23;7;2018;46.4987467596073;2.93671309947988
160993;23;7;2018;43.384922;-1.307336
161002;23;7;2018;47.56207;-0.09503536
161015;23;7;2018;48.987521;2.055747
161016;23;7;2018;46.685364;0.9794324
161019;23;7;2018;44.934917;5.958259
161029;23;7;2018;42.798576;0.41060463
161032;23;7;2018;46.602955;6.111539
161033;23;7;2018;46.602955;6.111539
161034;23;7;2018;46.37500658958;-0.301597419238556
161035;23;7;2018;46.602955;6.111539
161040;23;7;2018;49.090445;1.160251
161043;23;7;2018;43.510738;2.568238
161045;23;7;2018;48.45887;6.6524158
161055;23;7;2018;42.861343;-0.23017478
161056;23;7;2018;47.7299369924283;5.07182121276858
161063;23;7;2018;47.482628;4.5697336
161064;23;7;2018;48.670815;5.8708334
161066;23;7;2018;47.389996;0.842216
161069;23;7;2018;48.725895;7.2322435
161071;23;7;2018;46.761967;5.914903
161073;23;7;2018;42.896189944903;-0.224919319152861
161074;23;7;2018;48.798180356818;6.91795349121056
161086;23;7;2018;48.7198692054247;6.77787780761713
161103;23;7;2018;46.301636;6.0167933
161104;23;7;2018;48.319418;4.968148
161124;23;7;2018;46.626945;5.901337
161134;23;7;2018;47.245296;3.1843703
161159;23;7;2018;49.2518288797469;6.37168407440176
161175;23;7;2018;49.276886;1.1559925
161496;23;7;2018;44.7991282415038;5.70628166198732
161539;23;7;2018;48.455685;-2.7456496
161047;24;7;2018;45.3326895728463;2.32530355453489
161048;24;7;2018;48.62252;7.801211
161061;24;7;2018;48.923252;1.4336964
161079;24;7;2018;50.634754;1.6104593
161083;24;7;2018;44.352318;2.4425704
161087;24;7;2018;44.838249;1.129751
161091;24;7;2018;48.389015;0.6732417
161092;24;7;2018;48.85884;6.11885
161093;24;7;2018;49.17839;7.0144315
161099;24;7;2018;48.38905;0.6732135
161100;24;7;2018;48.70011;6.262174
161102;24;7;2018;46.33135;6.038903
161106;24;7;2018;45.695324;6.32337
161107;24;7;2018;48.2068747101219;5.60040950775148
161112;24;7;2018;47.848946;-3.5488613
161113;24;7;2018;47.874527;0.1933508
161114;24;7;2018;46.22336;5.857578
161115;24;7;2018;46.222057;5.867818
161117;24;7;2018;45.747354;4.75811
161118;24;7;2018;46.22157;5.8612247
161120;24;7;2018;47.32053;-1.347917
161123;24;7;2018;45.2418;1.532347
161125;24;7;2018;46.534745;5.801131
161130;24;7;2018;45.470608;3.000826
161138;24;7;2018;44.910717;5.5902395
161144;24;7;2018;42.991316;-0.133188
161149;24;7;2018;45.49606;2.6503205
161152;24;7;2018;44.0635411832157;7.21272826194766
161153;24;7;2018;48.00564;7.173795
161161;24;7;2018;49.402031774473;5.86536884307866
161166;24;7;2018;45.024312;1.842575
161176;24;7;2018;47.02542;6.582546
161196;24;7;2018;45.7202;4.817049
161214;24;7;2018;48.189207913824;-1.54340744018556
161219;24;7;2018;48.21631;6.997669
161232;24;7;2018;49.0274686855073;5.28528213501001
161234;24;7;2018;47.48258;4.569745
161351;24;7;2018;49.307922;3.91627
161395;24;7;2018;47.866367;6.567337
161396;24;7;2018;47.867165;6.5656347
161400;24;7;2018;47.86692;6.564773
161401;24;7;2018;47.866898;6.5693464
161454;24;7;2018;45.765453;5.607393
161523;24;7;2018;48.10292;0.71424377
161577;24;7;2018;44.9804;4.581219
162607;24;7;2018;49.04095;3.172838
162680;24;7;2018;43.7190086800157;6.97717666625967
10158;24;7;2018;47.3692941;3.9987602
161128;25;7;2018;49.001644;-0.25533304
161129;25;7;2018;49.602139;4.958578
161131;25;7;2018;48.678436;7.0706635
161132;25;7;2018;49.0276037544282;5.28639793395988
161147;25;7;2018;48.084663;-4.4126277
161150;25;7;2018;45.056396;4.3759947
161156;25;7;2018;48.7185101622741;6.7768478393557
161163;25;7;2018;48.30892;-4.5584965
161167;25;7;2018;49.18259;6.924839
161168;25;7;2018;47.506717;6.910712
161170;25;7;2018;48.623432;0.022397451
161171;25;7;2018;48.3891;0.6732231
161173;25;7;2018;48.858715;6.1188564
161174;25;7;2018;46.80682;-1.6131465
161178;25;7;2018;48.2166187330737;6.58413380384412
161180;25;7;2018;45.778107;3.01329
161184;25;7;2018;50.771866;2.30426
161185;25;7;2018;50.775692;2.302877
161187;25;7;2018;44.251877;2.831295
161188;25;7;2018;45.9788;1.8680862
161189;25;7;2018;48.709625;7.2096963
161190;25;7;2018;45.8019991666621;4.23625946044894
161192;25;7;2018;48.175849;-0.976678
161194;25;7;2018;44.0888184053903;3.4274768829342
161199;25;7;2018;46.8640643755168;-1.03923797607421
161200;25;7;2018;45.4009276866479;6.64518356323204
161203;25;7;2018;45.819775;4.858539
161206;25;7;2018;48.080513;0.1669914
161207;25;7;2018;48.262947;7.591428
161215;25;7;2018;49.423604;0.996541
161222;25;7;2018;46.551246;5.990731
161228;25;7;2018;44.0721434873443;3.43522310256973
161230;25;7;2018;47.881924;6.6497297
161242;25;7;2018;45.888924;2.8737466
161248;25;7;2018;50.3826233489928;2.16574430465727
161253;25;7;2018;42.9592577726131;0.567658828804359
161332;25;7;2018;49.291466;6.1915784
161397;25;7;2018;47.866837;6.564023
161498;25;7;2018;44.8002793131627;5.70756912231452
161583;25;7;2018;50.1272145520252;4.83467102050782
161763;25;7;2018;42.90439;-0.58117837
162042;25;7;2018;45.230475;5.781119
161186;26;7;2018;48.668505;5.910387
161201;26;7;2018;45.8460210674493;1.25072479248049
161202;26;7;2018;46.08219;6.7298536
161208;26;7;2018;45.740814;4.909044
161209;26;7;2018;48.858894;6.11889
161211;26;7;2018;49.288624114199;6.32306098937988
161216;26;7;2018;47.975708;6.6405377
161217;26;7;2018;46.90958;6.3490014
161218;26;7;2018;49.3436910724928;0.586738586425888
161223;26;7;2018;50.17747;3.7409587
161224;26;7;2018;47.856255;6.83903
161227;26;7;2018;49.592316;3.3748975
161229;26;7;2018;47.886154;6.62338
161241;26;7;2018;47.931440152316;-4.05172348022453
161317;26;7;2018;48.69628;7.3265533
161320;26;7;2018;47.30704;1.1441214
161334;26;7;2018;45.808193;2.156768
161340;26;7;2018;45.807995;2.156557
161352;26;7;2018;44.0405395500473;3.39294075965894
161369;26;7;2018;45.9648101156362;3.68893691906122
161371;26;7;2018;45.9648474036948;3.68892619022496
161390;26;7;2018;47.2608794052208;5.94113848172117
161429;26;7;2018;42.977703;0.16309676
161687;26;7;2018;45.74333;2.99002
161768;26;7;2018;46.761654;0.81375533
161927;26;7;2018;47.17516;6.1429195
162065;26;7;2018;46.11269;6.583516
162903;26;7;2018;43.50941;-1.433749
3697;26;7;2018;46.5600208234923;4.99179314821959
155947;27;7;2018;44.82943113;-0.51432753
161237;27;7;2018;48.550995;6.41002
161238;27;7;2018;44.419883;2.564156
161246;27;7;2018;45.6492450894721;5.62199592590342
161247;27;7;2018;49.2542714993241;2.44480133056644
161259;27;7;2018;47.1604965707143;4.28305864334118
161270;27;7;2018;45.845665;6.111115
161271;27;7;2018;44.6602;5.7172675
161273;27;7;2018;47.87472;6.63907
161274;27;7;2018;47.87516;6.6625175
161275;27;7;2018;45.354588;5.7051325
161277;27;7;2018;45.540949;2.916225
161278;27;7;2018;48.622997;7.828171
161291;27;7;2018;44.629628;-1.024442
161311;27;7;2018;44.1066195513771;6.32683753967303
161312;27;7;2018;47.3691683891961;5.18924832344038
161318;27;7;2018;47.293975;4.916011
161325;27;7;2018;44.54977;1.7744144
161328;27;7;2018;48.70959;2.1249366
161345;27;7;2018;45.353027;1.9845544
161370;27;7;2018;45.9648142174038;3.68893182312586
161418;27;7;2018;47.650279;7.156376
161420;27;7;2018;47.4997380204468;5.8313155174255
161423;27;7;2018;42.980648;-0.14368695
161424;27;7;2018;42.97982;-0.14499049
161443;27;7;2018;43.0297059993268;0.568263530731234
161695;27;7;2018;46.716349;3.806927
161701;27;7;2018;45.768852;-0.4589823
161725;27;7;2018;48.786227;1.369559
162170;27;7;2018;47.6853604176538;3.25881958007814
162230;27;7;2018;42.871773;-0.55679005
162754;27;7;2018;45.322109;2.26919
163711;27;7;2018;47.58086;-2.4784865
177930;27;7;2018;44.342537;3.6289544
161304;28;7;2018;50.0031934545148;2.64839172363276
161310;28;7;2018;46.309364;-0.14668532
161314;28;7;2018;48.7487755632682;6.22208118438724
161315;28;7;2018;46.394446;0.629419
161316;28;7;2018;48.836956;-1.3502983
161321;28;7;2018;47.30715;1.1440668
161324;28;7;2018;48.492256;7.3250227
161326;28;7;2018;44.359215;4.7396655
161327;28;7;2018;47.237568;0.8335357
161329;28;7;2018;48.93816;2.0975742
161330;28;7;2018;47.919258;7.245383
161331;28;7;2018;48.05262;2.1741562
161338;28;7;2018;48.71248;-3.1415837
161347;28;7;2018;48.8123;2.162194
161357;28;7;2018;47.17815;6.0732436
161359;28;7;2018;48.7165069223449;7.3251396417621
161362;28;7;2018;48.7186021819788;7.32607841491691
161363;28;7;2018;48.7186021819788;7.32607841491691
161393;28;7;2018;48.2952322378868;7.32487678527824
161394;28;7;2018;48.2951180327352;7.32504844665512
161416;28;7;2018;49.748577;4.9670296
161432;28;7;2018;47.09253706526;6.35844469070414
161461;28;7;2018;48.4943835805699;-1.69249534606999
161484;28;7;2018;48.348957;0.8795634
161601;28;7;2018;48.812922;1.860397
162658;28;7;2018;45.781094;4.5449195
161337;29;7;2018;43.38209;2.3052926
161339;29;7;2018;44.925331;4.245313
161341;29;7;2018;48.136745;3.8892038
161343;29;7;2018;45.352932;1.984783
161344;29;7;2018;47.43409;3.581321
161346;29;7;2018;45.8577;6.295403
161349;29;7;2018;43.655453;-0.35222
161350;29;7;2018;49.816887;1.7597651
161354;29;7;2018;48.574852;6.1617503
161355;29;7;2018;48.54668;6.394022
161356;29;7;2018;45.1922722341202;2.59917211558786
161364;29;7;2018;46.60687;-0.42224306
161365;29;7;2018;45.1589520456927;6.05567693710328
161372;29;7;2018;45.9648213020557;3.68894764789713
161373;29;7;2018;45.9648399460847;3.68892082580732
161374;29;7;2018;45.964821302057;3.68894764789767
161376;29;7;2018;45.1869672374433;3.99962425231926
161377;29;7;2018;45.1780551514208;4.00553315877898
161378;29;7;2018;44.8812756871453;6.0181808468776
161383;29;7;2018;47.861244;2.8677032
161388;29;7;2018;46.478462;2.273381
161391;29;7;2018;46.23838;6.4553084
161392;29;7;2018;44.846386;4.214443
161402;29;7;2018;48.1599882719461;6.97865724563592
161421;29;7;2018;48.382945;6.923782
161437;29;7;2018;45.30639;2.662477
161451;29;7;2018;47.2336;6.080644
161455;29;7;2018;45.789642;5.5376077
161459;29;7;2018;45.1589293496178;6.05577886104571
161464;29;7;2018;45.087048;2.0444138
161469;29;7;2018;42.979828;0.22645757
161470;29;7;2018;42.980305;0.22643611
161471;29;7;2018;42.980545;0.22662823
161472;29;7;2018;47.48685;4.733146
161477;29;7;2018;46.177815;6.399773
161499;29;7;2018;49.024128;3.5683303
161513;29;7;2018;45.30835;5.8868766
161536;29;7;2018;44.79258;5.779508
161541;29;7;2018;49.120342;-0.57169384
161549;29;7;2018;46.8269552055089;4.42904591560352
161563;29;7;2018;48.227406;-0.07089313
161567;29;7;2018;48.01076;1.310071
161596;29;7;2018;45.868008;3.0164642
162370;29;7;2018;47.34018;1.1836843
161375;30;7;2018;46.408005;4.20531
161385;30;7;2018;42.605118;9.25858
161389;30;7;2018;49.5492011943102;0.953772068023643
161399;30;7;2018;46.3738326070922;-0.301790946577995
161403;30;7;2018;46.40803;4.2052803
161404;30;7;2018;48.621346;6.054657
161406;30;7;2018;47.462494;-0.45923105
161409;30;7;2018;42.970028;1.5739887
161411;30;7;2018;44.98643;4.367277
161412;30;7;2018;48.651869;2.486883
161413;30;7;2018;44.986435;4.367132
161414;30;7;2018;44.985996;4.364953
161422;30;7;2018;46.064109;4.779464
161427;30;7;2018;44.890987;4.398236
161428;30;7;2018;44.986366;4.3665876
161431;30;7;2018;45.201077;5.7654195
161475;30;7;2018;48.001842;-4.457749
161476;30;7;2018;44.892787;4.394961
161508;30;7;2018;46.5445288511432;-1.48082613944994
161518;30;7;2018;47.553194;-2.895201
161522;30;7;2018;48.063126;0.6981348
161593;30;7;2018;47.317764;3.81936
161618;30;7;2018;43.2662446071202;-1.37522220611568
161864;30;7;2018;42.8843925121213;-0.139290137107332
161957;30;7;2018;45.9648304997517;3.68893593549726
162260;30;7;2018;46.7031387828958;5.94874799251574
161433;31;7;2018;47.942375;7.155326
161434;31;7;2018;50.16004;3.758524
161456;31;7;2018;50.16574;3.7624094
161458;31;7;2018;44.80815;6.0868106
161462;31;7;2018;49.456993;2.8561666
161463;31;7;2018;43.0810507875231;-0.510950088500993
161465;31;7;2018;43.2749244436272;-1.46294116973862
161466;31;7;2018;47.134426;6.17001
161467;31;7;2018;47.700592;1.6862891
161468;31;7;2018;47.701565;1.6870075
161474;31;7;2018;46.29294;-0.0828759
161493;31;7;2018;49.173972;6.719737
161502;31;7;2018;48.1263;3.544334
161504;31;7;2018;45.9902472918358;1.29748106002846
161509;31;7;2018;42.893967;0.7910119
161515;31;7;2018;44.986538;4.366588
161521;31;7;2018;49.32739;2.8580437
161562;31;7;2018;43.59659;1.428785
161568;31;7;2018;48.396843;7.0236807
161665;31;7;2018;43.524868;2.624378
162173;31;7;2018;47.6509576183561;3.18088531494133
154315;1;8;2018;45.7854;6.693367
161485;1;8;2018;47.830045;7.078643
161486;1;8;2018;45.8834698219441;-0.835561752319361
161487;1;8;2018;45.061375;4.2439137
161492;1;8;2018;47.993927;-4.102571
161494;1;8;2018;49.29333;3.0677886
161501;1;8;2018;45.810627;6.724456
161505;1;8;2018;48.133068;3.843338
161506;1;8;2018;43.09787;0.9820935
161511;1;8;2018;47.69761;4.317313
161514;1;8;2018;44.98601;4.368017
161517;1;8;2018;49.45707;2.856223
161519;1;8;2018;42.9455667605167;1.53825759887696
161524;1;8;2018;47.87713;6.6686335
161525;1;8;2018;45.7083520260323;3.12866270542136
161527;1;8;2018;42.79294;0.61232144
161528;1;8;2018;46.57758;5.894059
161547;1;8;2018;44.941414;5.4866376
161550;1;8;2018;43.29379;5.3929987
161552;1;8;2018;47.160598701178;4.28308010101327
161573;1;8;2018;44.5005213837718;3.10247040004466
161647;1;8;2018;48.50458;1.9964778
161738;1;8;2018;48.729107;2.099657
161762;1;8;2018;47.8992456596359;-3.4969010358327
161766;1;8;2018;44.046485;1.713212
162588;1;8;2018;43.00672;-0.25403973
163651;1;8;2018;47.3568779576012;-0.552308767946768
171421;1;8;2018;49.01419;0.78491306
161529;2;8;2018;44.5683514724713;3.88637065887472
161532;2;8;2018;45.80793;2.1566563
161542;2;8;2018;48.013897;6.5972686
161544;2;8;2018;45.59679;4.048343
161545;2;8;2018;47.828392;7.24746
161546;2;8;2018;47.461586;6.8264046
161548;2;8;2018;43.293594;5.3834763
161554;2;8;2018;49.358604;3.0033786
161556;2;8;2018;47.744987;-2.5445995
161557;2;8;2018;47.74494;-2.5444887
161558;2;8;2018;47.745033;-2.544605
161560;2;8;2018;45.395794;5.6861863
161564;2;8;2018;46.059814;5.8591843
161565;2;8;2018;47.632828;3.6308422
161569;2;8;2018;49.270035;4.9942536
161570;2;8;2018;42.77399;1.3807251
161574;2;8;2018;45.347824;3.9663327
161604;2;8;2018;45.8322006838621;1.8034958839419
161605;2;8;2018;45.8322006838621;1.8034958839419
161658;2;8;2018;42.965878;0.3636569
161674;2;8;2018;47.764473;-3.2370596
161677;2;8;2018;47.7068015501821;3.86718750000002
161749;2;8;2018;44.78845;-0.5797354
161867;2;8;2018;45.700108;1.9753071
162499;2;8;2018;48.40642;-1.1020966
163541;2;8;2018;44.86355;4.8154993
161571;3;8;2018;44.4966917712489;3.11575739229737
161576;3;8;2018;49.863964;4.612499
161580;3;8;2018;45.05626;4.376178
161585;3;8;2018;49.05958;-1.244838
161586;3;8;2018;45.36184;4.515521
161587;3;8;2018;45.869984;6.307192
161590;3;8;2018;42.78925;1.3379147
161595;3;8;2018;45.5815476853891;5.82135200413173
161616;3;8;2018;48.468002;6.808718
161621;3;8;2018;43.144135;5.9112773
161624;3;8;2018;47.5747;-2.2798142
161657;3;8;2018;42.813564;0.3014166
161777;3;8;2018;48.9893701534202;-0.572383403777711
162014;3;8;2018;46.109562;5.24912
162398;3;8;2018;42.8488792836973;0.927239656448153
162497;3;8;2018;48.4063;-1.1019591
161594;4;8;2018;48.24614;-4.489316
161598;4;8;2018;48.465605;5.431761
161599;4;8;2018;48.465605;5.431761
161600;4;8;2018;42.887205;0.397591
161602;4;8;2018;45.989628;4.2115426
161606;4;8;2018;46.915325;6.269087
161607;4;8;2018;44.998974;-0.4936105
161614;4;8;2018;45.2221451927271;0.938129425049143
161615;4;8;2018;46.118559;3.696904
161619;4;8;2018;46.824350088787;6.17194807462562
161622;4;8;2018;45.056316;4.3761134
161623;4;8;2018;47.86137;2.86761
161627;4;8;2018;47.09926;5.496479
161631;4;8;2018;46.3308297623538;4.49984550476058
161640;4;8;2018;47.70825;7.2862086
161652;4;8;2018;45.30423;0.67673665
161655;4;8;2018;45.57288;5.914021
161659;4;8;2018;47.284004;0.87603664
161682;4;8;2018;45.8503742630661;4.58224296569813
161765;4;8;2018;42.847313;-0.13225704
162182;4;8;2018;45.83148;5.5038877
162297;4;8;2018;44.98642;4.366882
161628;5;8;2018;48.849907;2.3313925
161629;5;8;2018;42.893489;0.628139
161630;5;8;2018;42.893488;0.62797
161633;5;8;2018;48.441227;-2.8384688
161635;5;8;2018;47.07054;-1.9940645
161637;5;8;2018;44.98652;4.367151
161638;5;8;2018;48.70164;6.415374
161641;5;8;2018;46.577627;0.250453
161643;5;8;2018;42.6732321552667;1.9578591589745
161644;5;8;2018;47.170185;6.746424
161645;5;8;2018;45.172919;2.969804
161646;5;8;2018;44.986347;4.366569
161648;5;8;2018;48.536846;2.0691116
161649;5;8;2018;47.805226;7.093854
161660;5;8;2018;45.39568;5.6861596
161669;5;8;2018;45.557964;1.8166239
161671;5;8;2018;45.481434;1.7818838
161678;5;8;2018;43.43828;2.0313816
161679;5;8;2018;46.508858;5.86859
161680;5;8;2018;45.040367;-0.76928234
161681;5;8;2018;45.04029;-0.7693256
161702;5;8;2018;48.6025592862008;2.01660275459267
161718;5;8;2018;48.6544136911188;5.0466728210449
161723;5;8;2018;47.4645399226852;4.35530662536614
161753;5;8;2018;45.095306;2.760736
162241;5;8;2018;46.833668;4.120069
165605;5;8;2018;48.608969;7.800353
161651;6;8;2018;47.133564;-2.2328622
161653;6;8;2018;46.0612609746432;6.70711040496816
161654;6;8;2018;46.0612609746432;6.70711040496816
161661;6;8;2018;47.706712;4.694813
161673;6;8;2018;45.1803126084893;2.9019355773925
161676;6;8;2018;49.17352;6.9151235
161685;6;8;2018;48.67445;7.0662494
161686;6;8;2018;45.304535;0.67653
161690;6;8;2018;42.9833433145357;2.01006889343262
161703;6;8;2018;45.6324330912162;2.88449048995982
161720;6;8;2018;48.0658744882371;5.1019477844239
161721;6;8;2018;42.908485;0.16644438
161740;6;8;2018;45.528366;2.8140087
161745;6;8;2018;48.429526;5.752627
161778;6;8;2018;48.9932139826658;-0.690143108367906
161779;6;8;2018;45.658653;4.5807834
161932;6;8;2018;48.846174;2.238999
162261;6;8;2018;46.3892077033652;5.80832362174966
161684;7;8;2018;48.359905;-2.9886856
161689;7;8;2018;42.78076171875;1.88052111985652
161697;7;8;2018;46.417227;-1.622369
161704;7;8;2018;48.060265;6.9903207
161705;7;8;2018;44.88655;5.9604397
161706;7;8;2018;45.056374;4.376077
161707;7;8;2018;45.733063;6.340401
161711;7;8;2018;43.252336;-0.321734
161716;7;8;2018;46.973026;4.079738
161722;7;8;2018;48.205730672083;5.62135219574
161729;7;8;2018;48.55993;7.343855
161741;7;8;2018;44.718717;4.191952
161764;7;8;2018;45.364754;0.65078
161772;7;8;2018;44.888725;5.94367
162171;7;8;2018;47.6481822112702;3.1795120239257
162172;7;8;2018;47.6523452665899;3.17951202392579
162502;7;8;2018;48.406414;-1.1015002
161726;8;8;2018;50.085546;1.426096
161728;8;8;2018;48.723324;1.9579877
161732;8;8;2018;43.136109;-0.25083
161734;8;8;2018;45.73241;6.337227
161735;8;8;2018;45.73458;6.334862
161736;8;8;2018;45.087875;-0.59320325
161737;8;8;2018;50.447624;2.9417655
161739;8;8;2018;48.233574;3.6713614
161743;8;8;2018;44.91104;3.116306
161755;8;8;2018;45.22807;5.8458962
161788;8;8;2018;47.646706;6.955754
161796;8;8;2018;47.323204;4.0914345
161861;8;8;2018;45.26093;5.7749043
162503;8;8;2018;48.406128;-1.1016215
161746;9;8;2018;48.879672;2.396411
161754;9;8;2018;49.172844;5.9748936
161757;9;8;2018;45.44627;1.7015237
161759;9;8;2018;44.880688;6.017254
161760;9;8;2018;42.42353;9.523679
161761;9;8;2018;42.521541;9.048461
161767;9;8;2018;49.377142;-1.786254
161769;9;8;2018;49.237001;0.39738
161771;9;8;2018;43.880383;7.4469347
161773;9;8;2018;48.56139;7.3441525
161775;9;8;2018;47.886116;6.6410747
161776;9;8;2018;47.678185;3.491163
161802;9;8;2018;44.7464055839148;6.12473309040078
161826;9;8;2018;45.593605;2.7150831
161855;9;8;2018;45.8118024347887;5.84719634069183
162357;9;8;2018;42.69243;2.096922
162501;9;8;2018;48.406353;-1.101939
162580;9;8;2018;46.845894;-2.1297553
162587;9;8;2018;42.896126;-0.30082917
163606;9;8;2018;48.800552;2.158928
161781;10;8;2018;43.637688;3.8177385
161782;10;8;2018;48.5517055225032;6.90010070800769
161784;10;8;2018;46.379345;-0.67974484
161787;10;8;2018;45.744471;6.133921
161789;10;8;2018;46.825356;6.4242835
161794;10;8;2018;47.36468;3.9276247
161795;10;8;2018;45.306942;7.0385156
161806;10;8;2018;46.918873;3.0485978
161813;10;8;2018;45.71158;6.5440645
161821;10;8;2018;49.1310265164887;2.26685714616909
161823;10;8;2018;43.321313;-1.628879
161827;10;8;2018;45.593506;2.715193
161843;10;8;2018;45.732037;6.338175
161853;10;8;2018;45.819533;6.724401
161875;10;8;2018;48.623353;6.083296
161958;10;8;2018;45.9605701752833;3.68836998939519
161969;10;8;2018;45.04666;5.3539324
162005;10;8;2018;44.0521131948438;3.30958843231213
162007;10;8;2018;44.0485413996251;3.30943822860716
311;10;8;2018;48.922788;2.2543577
9357;10;8;2018;48.321923207723;4.56726230545526
9368;10;8;2018;48.3166406450497;4.56077963323335
161791;11;8;2018;47.29335;3.8170385
161797;11;8;2018;47.9786328521578;6.44700050353991
161798;11;8;2018;43.12378;-0.37556505
161799;11;8;2018;49.032227;-0.4671248
161800;11;8;2018;49.467316;1.0592989
161803;11;8;2018;49.284335;6.07383
161804;11;8;2018;42.874935;-0.022688806
161805;11;8;2018;45.5084213820797;4.88078624010066
161812;11;8;2018;45.43055;2.024854
161814;11;8;2018;45.694725;6.5420594
161818;11;8;2018;49.339452;0.393876
161819;11;8;2018;49.339963;0.393999
161824;11;8;2018;48.620003;6.020988
161837;11;8;2018;45.38772;4.594626
161847;11;8;2018;47.8218234269607;7.0267868042007
161881;11;8;2018;42.948578;0.082455
161888;11;8;2018;45.758957;4.8458867
161953;11;8;2018;42.96805;0.4919235
